Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Nursing Homes,9626
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Nursing Homes,9626
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Acute Hospitals,8235
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Nursing Homes,9626
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Acute Hospitals,8235
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Psychiatric Hospitals,2064
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Nursing Homes,9626
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Acute Hospitals,8235
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Psychiatric Hospitals,2064
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Nursing Homes,9626
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Acute Hospitals,8235
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Psychiatric Hospitals,2064
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Community Hospitals,749
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Nursing Homes,9626
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Acute Hospitals,8235
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Psychiatric Hospitals,2064
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Community Hospitals,749
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Specialist Outpatient Clinics,3687910,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Specialist Outpatient Clinics,3687910,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Accident & Emergency Departments,752122,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Accident & Emergency Departments,752122,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Accident & Emergency Departments,752122,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Polyclinics,3797953,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Polyclinics,3797953,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Polyclinics,3797953,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Polyclinics,3797953,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Dental Clinics,889210,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Dental Clinics,889210,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Dental Clinics,889210,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Dental Clinics,889210,Nursing Homes,9626
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Day Surgeries,203639,Acute Hospitals,8235
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Day Surgeries,203639,Psychiatric Hospitals,2064
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Day Surgeries,203639,Community Hospitals,749
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Day Surgeries,203639,Nursing Homes,9626
Public Sector Hospital Admissions,2008,330071,Acute Hospitals Admissions,412200,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Acute Hospitals Admissions,412200,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Acute Hospitals Admissions,412200,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Acute Hospitals Admissions,412200,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Psychiatric Hospitals Admissions,8884,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Psychiatric Hospitals Admissions,8884,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Psychiatric Hospitals Admissions,8884,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Psychiatric Hospitals Admissions,8884,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Community Hospitals Admissions,7013,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Community Hospitals Admissions,7013,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Community Hospitals Admissions,7013,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Community Hospitals Admissions,7013,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Specialist Outpatient Clinics,3827275,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Specialist Outpatient Clinics,3827275,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Specialist Outpatient Clinics,3827275,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Specialist Outpatient Clinics,3827275,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Accident & Emergency Departments,788539,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Accident & Emergency Departments,788539,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Accident & Emergency Departments,788539,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Accident & Emergency Departments,788539,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Polyclinics,3971589,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Polyclinics,3971589,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Polyclinics,3971589,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Polyclinics,3971589,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Dental Clinics,883216,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Dental Clinics,883216,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Dental Clinics,883216,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Dental Clinics,883216,Nursing Homes,9806
Public Sector Hospital Admissions,2008,330071,Day Surgeries,208688,Acute Hospitals,8190
Public Sector Hospital Admissions,2008,330071,Day Surgeries,208688,Psychiatric Hospitals,2064
Public Sector Hospital Admissions,2008,330071,Day Surgeries,208688,Community Hospitals,872
Public Sector Hospital Admissions,2008,330071,Day Surgeries,208688,Nursing Homes,9806
    National University Hospital,2008,55739,Acute Hospitals Admissions,412200,Acute Hospitals,8190
    National University Hospital,2008,55739,Acute Hospitals Admissions,412200,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Acute Hospitals Admissions,412200,Community Hospitals,872
    National University Hospital,2008,55739,Acute Hospitals Admissions,412200,Nursing Homes,9806
    National University Hospital,2008,55739,Psychiatric Hospitals Admissions,8884,Acute Hospitals,8190
    National University Hospital,2008,55739,Psychiatric Hospitals Admissions,8884,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Psychiatric Hospitals Admissions,8884,Community Hospitals,872
    National University Hospital,2008,55739,Psychiatric Hospitals Admissions,8884,Nursing Homes,9806
    National University Hospital,2008,55739,Community Hospitals Admissions,7013,Acute Hospitals,8190
    National University Hospital,2008,55739,Community Hospitals Admissions,7013,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Community Hospitals Admissions,7013,Community Hospitals,872
    National University Hospital,2008,55739,Community Hospitals Admissions,7013,Nursing Homes,9806
    National University Hospital,2008,55739,Specialist Outpatient Clinics,3827275,Acute Hospitals,8190
    National University Hospital,2008,55739,Specialist Outpatient Clinics,3827275,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Specialist Outpatient Clinics,3827275,Community Hospitals,872
    National University Hospital,2008,55739,Specialist Outpatient Clinics,3827275,Nursing Homes,9806
    National University Hospital,2008,55739,Accident & Emergency Departments,788539,Acute Hospitals,8190
    National University Hospital,2008,55739,Accident & Emergency Departments,788539,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Accident & Emergency Departments,788539,Community Hospitals,872
    National University Hospital,2008,55739,Accident & Emergency Departments,788539,Nursing Homes,9806
    National University Hospital,2008,55739,Polyclinics,3971589,Acute Hospitals,8190
    National University Hospital,2008,55739,Polyclinics,3971589,Psychiatric Hospitals,2064
    National University Hospital,2008,55739,Polyclinics,3971589,Community Hospitals,872
