Admission Type,Year,Admissions,Service Type,Hospital Admissions,Facility Type,Number of Beds,Admissions per Bed,Overcapacity
    National University Hospital,2007,54169,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235,6.577899210686096,No
    National University Hospital,2007,54169,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064,26.24467054263566,Yes
    National University Hospital,2007,54169,Specialist Outpatient Clinics,3687910,Community Hospitals,749,72.32176234979973,Yes
    National University Hospital,2007,54169,Specialist Outpatient Clinics,3687910,Nursing Homes,9626,5.627363390816538,No
    National University Hospital,2007,54169,Accident & Emergency Departments,752122,Acute Hospitals,8235,6.577899210686096,No
    National University Hospital,2007,54169,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064,26.24467054263566,Yes
    National University Hospital,2007,54169,Accident & Emergency Departments,752122,Community Hospitals,749,72.32176234979973,Yes
    National University Hospital,2007,54169,Accident & Emergency Departments,752122,Nursing Homes,9626,5.627363390816538,No
    National University Hospital,2007,54169,Polyclinics,3797953,Acute Hospitals,8235,6.577899210686096,No
    National University Hospital,2007,54169,Polyclinics,3797953,Psychiatric Hospitals,2064,26.24467054263566,Yes
    National University Hospital,2007,54169,Polyclinics,3797953,Community Hospitals,749,72.32176234979973,Yes
    National University Hospital,2007,54169,Polyclinics,3797953,Nursing Homes,9626,5.627363390816538,No
    National University Hospital,2007,54169,Dental Clinics,889210,Acute Hospitals,8235,6.577899210686096,No
    National University Hospital,2007,54169,Dental Clinics,889210,Psychiatric Hospitals,2064,26.24467054263566,Yes
    National University Hospital,2007,54169,Dental Clinics,889210,Community Hospitals,749,72.32176234979973,Yes
    National University Hospital,2007,54169,Dental Clinics,889210,Nursing Homes,9626,5.627363390816538,No
    National University Hospital,2007,54169,Day Surgeries,203639,Acute Hospitals,8235,6.577899210686096,No
    National University Hospital,2007,54169,Day Surgeries,203639,Psychiatric Hospitals,2064,26.24467054263566,Yes
    National University Hospital,2007,54169,Day Surgeries,203639,Community Hospitals,749,72.32176234979973,Yes
    National University Hospital,2007,54169,Day Surgeries,203639,Nursing Homes,9626,5.627363390816538,No
    Singapore General Hospital,2007,73103,Acute Hospitals Admissions,413205,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Acute Hospitals Admissions,413205,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Acute Hospitals Admissions,413205,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Psychiatric Hospitals Admissions,8705,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Community Hospitals Admissions,7312,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Community Hospitals Admissions,7312,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Community Hospitals Admissions,7312,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Specialist Outpatient Clinics,3687910,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Specialist Outpatient Clinics,3687910,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Accident & Emergency Departments,752122,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Accident & Emergency Departments,752122,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Accident & Emergency Departments,752122,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Polyclinics,3797953,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Polyclinics,3797953,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Polyclinics,3797953,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Polyclinics,3797953,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Dental Clinics,889210,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Dental Clinics,889210,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Dental Clinics,889210,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Dental Clinics,889210,Nursing Homes,9626,7.594327862040307,No
    Singapore General Hospital,2007,73103,Day Surgeries,203639,Acute Hospitals,8235,8.877109896782027,No
    Singapore General Hospital,2007,73103,Day Surgeries,203639,Psychiatric Hospitals,2064,35.41812015503876,Yes
    Singapore General Hospital,2007,73103,Day Surgeries,203639,Community Hospitals,749,97.60080106809079,Yes
    Singapore General Hospital,2007,73103,Day Surgeries,203639,Nursing Homes,9626,7.594327862040307,No
    Tan Tock Seng Hospital,2007,53424,Acute Hospitals Admissions,413205,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Acute Hospitals Admissions,413205,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Acute Hospitals Admissions,413205,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Psychiatric Hospitals Admissions,8705,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Community Hospitals Admissions,7312,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Specialist Outpatient Clinics,3687910,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Accident & Emergency Departments,752122,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Polyclinics,3797953,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Dental Clinics,889210,Nursing Homes,9626,5.5499688344068145,No
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Acute Hospitals,8235,6.487431693989071,No
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Psychiatric Hospitals,2064,25.88372093023256,Yes
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Community Hospitals,749,71.32710280373831,Yes
    Tan Tock Seng Hospital,2007,53424,Day Surgeries,203639,Nursing Homes,9626,5.5499688344068145,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Acute Hospitals Admissions,413205,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Community Hospitals Admissions,7312,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Specialist Outpatient Clinics,3687910,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Accident & Emergency Departments,752122,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Polyclinics,3797953,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Dental Clinics,889210,Nursing Homes,9626,0.8744026594639518,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Acute Hospitals,8235,1.022100789313904,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Psychiatric Hospitals,2064,4.078003875968992,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Community Hospitals,749,11.237650200267023,No
    Institute Of Mental Health / Woodbridge Hospital,2007,8417,Day Surgeries,203639,Nursing Homes,9626,0.8744026594639518,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Acute Hospitals,8235,7.424650880388585,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Psychiatric Hospitals,2064,29.623062015503876,Yes
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Community Hospitals,749,81.63150867823765,Yes
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Acute Hospitals Admissions,413205,Nursing Homes,9626,6.351755661749428,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Acute Hospitals,8235,7.424650880388585,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Psychiatric Hospitals,2064,29.623062015503876,Yes
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Community Hospitals,749,81.63150867823765,Yes
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Psychiatric Hospitals Admissions,8705,Nursing Homes,9626,6.351755661749428,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Acute Hospitals,8235,7.424650880388585,No
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Psychiatric Hospitals,2064,29.623062015503876,Yes
    Kandang Kerbau Women's & Children's Hospital,2007,61142,Community Hospitals Admissions,7312,Community Hospitals,749,81.63150867823765,Yes
